AgeGroup,Gender,SocialMediaHours,UsageDuringStudy,FocusReduction,Procrastination,CheckingDuringStudy,CourseworkDistraction,TimeManagementDifficulty,NotificationDisruption,Multitasking,TimeLost,StudyDelay,UsageLimitation,AcademicImpact,ProductivityWithoutSM,MostUsedPlatform,BreakFrequency,ProductivityImpact,Procrastination_num,StudyDelay_num,CourseworkDistraction_num,Procrastination_Index,ImpactOrder
18–24,Male ,Less than 1 hour ,Rarely ,Not at all ,Rarely,Rarely ,Not at all,Not at all ,Rarely ,Rarely ,Sometimes ,Rarely,Often ,Rarely ,Not at all ,facebook,Rarely ,Not at all ,2,2,1,1.6666666666666667,1
25–34,Male ,1–3 hours ,Sometimes ,Moderately ,Sometimes,Sometimes ,Moderately,Moderately ,Often ,Often ,Often ,Often,Often ,Often ,Moderately ,youtube,Often ,Moderately ,4,6,5,5.0,3
25–34,Male ,1–3 hours ,Sometimes ,Slightly ,Rarely,Rarely ,Slightly,Slightly ,Sometimes ,Often ,Often ,Sometimes,Rarely ,Sometimes ,Slightly ,facebook,Rarely ,Slightly ,2,4,3,3.0,2
18–24,Female ,More than 3 hours ,Always ,Significantly ,Always,Always ,Significantly,Significantly ,Always ,Always ,Always ,Always,Always ,Always ,Significantly ,facebook,Rarely ,Significantly ,8,8,7,7.666666666666667,4
18–24,Male ,1–3 hours ,Sometimes ,Significantly ,Often,Sometimes ,Moderately,Significantly ,Sometimes ,Sometimes ,Sometimes ,Often,Sometimes ,Sometimes ,Significantly ,facebook,Sometimes ,Moderately ,6,6,5,5.666666666666667,3
18–24,Male ,More than 3 hours ,Often ,Moderately ,Often,Often ,Moderately,Moderately ,Often ,Sometimes ,Often ,Sometimes,Often ,Often ,Slightly ,facebook,Sometimes ,Slightly ,6,4,5,5.0,2
18–24,Male ,1–3 hours ,Rarely ,Slightly ,Sometimes,Sometimes ,Slightly,Slightly ,Sometimes ,Sometimes ,Sometimes ,Sometimes,Sometimes ,Sometimes ,Slightly ,facebook,Sometimes ,Slightly ,4,4,3,3.6666666666666665,2
18–24,Male ,1–3 hours ,Often ,Slightly ,Often,Sometimes ,Moderately,Significantly ,Always ,Sometimes ,Often ,Often,Often ,Sometimes ,Slightly ,instagram,Often ,Moderately ,6,6,5,5.666666666666667,3
25–34,Male ,Less than 1 hour ,Sometimes ,Not at all ,Sometimes,Sometimes ,Slightly,Significantly ,Always ,Often ,Often ,Often,Always ,Often ,Significantly ,facebook,Sometimes ,Significantly ,4,6,3,4.333333333333333,4
18–24,Male ,More than 3 hours ,Sometimes ,Moderately ,Often,Sometimes ,Not at all,Not at all ,Sometimes ,Rarely ,Sometimes ,Rarely,Sometimes ,Sometimes ,Moderately ,youtube,Often ,Not at all ,6,2,1,3.0,1
18–24,Male ,1–3 hours ,Rarely ,Not at all ,Rarely,Rarely ,Not at all,Significantly ,Always ,Always ,Always ,Always,Always ,Rarely ,Significantly ,facebook,Rarely ,Significantly ,2,8,1,3.6666666666666665,4
18–24,Female ,More than 3 hours ,Rarely ,Slightly ,Rarely,Sometimes ,Not at all,Not at all ,Rarely ,Rarely ,Rarely ,Rarely,Often ,Always ,Slightly ,facebook,Always ,Not at all ,2,2,1,1.6666666666666667,1
25–34,Female ,More than 3 hours ,Always ,Significantly ,Always,Always ,Significantly,Significantly ,Often ,Always ,Always ,Always,Always ,Always ,Significantly ,snapchat,Often ,Significantly ,8,8,7,7.666666666666667,4
18–24,Male ,More than 3 hours ,Often ,Moderately ,Sometimes,Rarely ,Slightly,Slightly ,Often ,Sometimes ,Sometimes ,Sometimes,Always ,Sometimes ,Moderately ,facebook,Often ,Slightly ,4,4,3,3.6666666666666665,2
Below 18,Male ,Less than 1 hour ,Rarely ,Significantly ,Rarely,Sometimes ,Slightly,Slightly ,Sometimes ,Rarely ,Rarely ,Sometimes,Sometimes ,Rarely ,Slightly ,instagram,Sometimes ,Not at all ,2,4,3,3.0,1
Below 18,Female ,1–3 hours ,Sometimes ,Significantly ,Often,Always ,Significantly,Significantly ,Always ,Often ,Always ,Always,Always ,Always ,Significantly ,instagram,Always ,Significantly ,6,8,7,7.0,4
Below 18,Female ,Less than 1 hour ,Rarely ,Not at all ,Often,Rarely ,Slightly,Moderately ,Often ,Often ,Rarely ,Always,Always ,Always ,Not at all ,youtube,Always ,Slightly ,6,8,3,5.666666666666667,2
25–34,Female ,More than 3 hours ,Always ,Moderately ,Often,Always ,Moderately,Moderately ,Often ,Often ,Often ,Often,Always ,Rarely ,Moderately ,facebook,Often ,Moderately ,6,6,5,5.666666666666667,3
25–34,Female ,1–3 hours ,Rarely ,Slightly ,Sometimes,Sometimes ,Slightly,Slightly ,Sometimes ,Sometimes ,Sometimes ,Sometimes,Sometimes ,Sometimes ,Not at all ,twitter,Sometimes ,Slightly ,4,4,3,3.6666666666666665,2
18–24,Female ,1–3 hours ,Sometimes ,Slightly ,Sometimes,Sometimes ,Slightly,Not at all ,Sometimes ,Sometimes ,Rarely ,Rarely,Rarely ,Rarely ,Not at all ,tiktok,Sometimes ,Slightly ,4,2,3,3.0,2
Below 18,Female ,Less than 1 hour ,Often ,Not at all ,Rarely,Sometimes ,Slightly,Significantly ,Often ,Sometimes ,Often ,Often,Often ,Often ,Slightly ,linkedin,Sometimes ,Moderately ,2,6,3,3.6666666666666665,3
Below 18,Male ,More than 3 hours ,Always ,Significantly ,Always,Always ,Moderately,Moderately ,Always ,Often ,Often ,Often,Always ,Often ,Moderately ,facebook,Often ,Significantly ,8,6,5,6.333333333333333,4
18–24,Male ,More than 3 hours ,Sometimes ,Significantly ,Often,Often ,Significantly,Significantly ,Always ,Always ,Always ,Always,Always ,Always ,Significantly ,facebook,Sometimes ,Significantly ,6,8,7,7.0,4
25–34,Female ,Less than 1 hour ,Sometimes ,Slightly ,Sometimes,Often ,Moderately,Slightly ,Sometimes ,Rarely ,Rarely ,Rarely,Rarely ,Rarely ,Slightly ,twitter,Rarely ,Slightly ,4,2,5,3.6666666666666665,2
18–24,Female ,More than 3 hours ,Often ,Moderately ,Often,Often ,Significantly,Moderately ,Always ,Always ,Always ,Always,Often ,Always ,Significantly ,instagram,Always ,Significantly ,6,8,7,7.0,4
Below 18,Male ,More than 3 hours ,Sometimes ,Moderately ,Sometimes,Often ,Significantly,Significantly ,Always ,Always ,Always ,Always,Often ,Always ,Moderately ,facebook,Always ,Significantly ,4,8,7,6.333333333333333,4
Below 18,Other ,More than 3 hours ,Always ,Significantly ,Always,Often ,Moderately,Moderately ,Often ,Often ,Often ,Often,Often ,Often ,Moderately ,facebook,Often ,Moderately ,8,6,5,6.333333333333333,3
Below 18,Female ,More than 3 hours ,Always ,Moderately ,Often,Sometimes ,Significantly,Moderately ,Often ,Always ,Often ,Sometimes,Sometimes ,Sometimes ,Significantly ,youtube,Always ,Significantly ,6,4,7,5.666666666666667,4
18–24,Male ,More than 3 hours ,Always ,Moderately ,Sometimes,Often ,Slightly,Significantly ,Rarely ,Sometimes ,Sometimes ,Sometimes,Sometimes ,Sometimes ,Moderately ,facebook,Sometimes ,Moderately ,4,4,3,3.6666666666666665,3
18–24,Male ,More than 3 hours ,Always ,Moderately ,Sometimes,Often ,Slightly,Significantly ,Rarely ,Sometimes ,Sometimes ,Sometimes,Sometimes ,Sometimes ,Moderately ,facebook,Sometimes ,Moderately ,4,4,3,3.6666666666666665,3
18–24,Female ,More than 3 hours ,Sometimes ,Slightly ,Sometimes,Sometimes ,Slightly,Slightly ,Sometimes ,Sometimes ,Sometimes ,Sometimes,Sometimes ,Sometimes ,Slightly ,tiktok,Sometimes ,Not at all ,4,4,3,3.6666666666666665,1
25–34,Male ,1–3 hours ,Often ,Slightly ,Sometimes,Sometimes ,Slightly,Slightly ,Sometimes ,Often ,Often ,Often,Often ,Often ,Moderately ,facebook,Often ,Slightly ,4,6,3,4.333333333333333,2
18–24,Female ,More than 3 hours ,Often ,Significantly ,Often,Often ,Significantly,Significantly ,Always ,Often ,Often ,Always,Often ,Always ,Significantly ,tiktok,Often ,Moderately ,6,8,7,7.0,3
18–24,Male ,More than 3 hours ,Sometimes ,Slightly ,Sometimes,Sometimes ,Slightly,Slightly ,Sometimes ,Sometimes ,Sometimes ,Sometimes,Sometimes ,Sometimes ,Slightly ,facebook,Sometimes ,Slightly ,4,4,3,3.6666666666666665,2
18–24,Female ,More than 3 hours ,Often ,Significantly ,Often,Often ,Moderately,Moderately ,Often ,Often ,Always ,Always,Often ,Always ,Significantly ,facebook,Always ,Significantly ,6,8,5,6.333333333333333,4
18–24,Female ,1–3 hours ,Rarely ,Slightly ,Rarely,Rarely ,Slightly,Slightly ,Rarely ,Sometimes ,Rarely ,Rarely,Often ,Sometimes ,Moderately ,facebook,Sometimes ,Not at all ,2,2,3,2.3333333333333335,1
18–24,Male ,More than 3 hours ,Always ,Significantly ,Always,Always ,Significantly,Significantly ,Always ,Always ,Often ,Always,Sometimes ,Often ,Slightly ,youtube,Often ,Significantly ,8,8,7,7.666666666666667,4
25–34,Male ,More than 3 hours ,Always ,Significantly ,Often,Often ,Significantly,Significantly ,Often ,Often ,Often ,Always,Often ,Often ,Significantly ,facebook,Sometimes ,Significantly ,6,8,7,7.0,4
18–24,Male ,1–3 hours ,Always ,Significantly ,Often,Often ,Moderately,Significantly ,Often ,Always ,Often ,Often,Always ,Often ,Moderately ,snapchat,Often ,Moderately ,6,6,5,5.666666666666667,3
25–34,Male ,1–3 hours ,Often ,Slightly ,Sometimes,Rarely ,Not at all,Moderately ,Sometimes ,Sometimes ,Sometimes ,Sometimes,Sometimes ,Often ,Slightly ,snapchat,Sometimes ,Not at all ,4,4,1,3.0,1
25–34,Male ,More than 3 hours ,Often ,Significantly ,Often,Always ,Moderately,Significantly ,Always ,Often ,Often ,Often,Often ,Often ,Moderately ,others,Always ,Significantly ,6,6,5,5.666666666666667,4
18–24,Male ,More than 3 hours ,Often ,Significantly ,Often,Often ,Moderately,Moderately ,Often ,Often ,Often ,Often,Often ,Often ,Moderately ,facebook,Often ,Slightly ,6,6,5,5.666666666666667,2
18–24,Male ,More than 3 hours ,Often ,Significantly ,Often,Often ,Significantly,Significantly ,Always ,Often ,Often ,Always,Rarely ,Always ,Significantly ,facebook,Often ,Significantly ,6,8,7,7.0,4
25–34,Female ,Less than 1 hour ,Sometimes ,Slightly ,Sometimes,Often ,Moderately,Slightly ,Sometimes ,Rarely ,Rarely ,Rarely,Rarely ,Rarely ,Slightly ,twitter,Rarely ,Slightly ,4,2,5,3.6666666666666665,2
18–24,Male ,More than 3 hours ,Often ,Significantly ,Always,Always ,Significantly,Moderately ,Always ,Rarely ,Often ,Often,Sometimes ,Always ,Significantly ,facebook,Sometimes ,Significantly ,8,6,7,7.0,4
25–34,Male ,1–3 hours ,Often ,Slightly ,Sometimes,Sometimes ,Slightly,Slightly ,Sometimes ,Often ,Often ,Often,Often ,Often ,Moderately ,facebook,Often ,Slightly ,4,6,3,4.333333333333333,2
Below 18,Female ,More than 3 hours ,Sometimes ,Moderately ,Always,Often ,Significantly,Slightly ,Often ,Sometimes ,Often ,Always,Often ,Often ,Significantly ,tiktok,Always ,Significantly ,8,8,7,7.666666666666667,4
18–24,Male ,More than 3 hours ,Sometimes ,Slightly ,Often,Sometimes ,Slightly,Slightly ,Rarely ,Rarely ,Rarely ,Sometimes,Rarely ,Sometimes ,Slightly ,facebook,Rarely ,Slightly ,6,4,3,4.333333333333333,2
25–34,Male ,1–3 hours ,Sometimes ,Slightly ,Sometimes,Sometimes ,Slightly,Slightly ,Rarely ,Often ,Rarely ,Sometimes,Always ,Sometimes ,Significantly ,facebook,Often ,Moderately ,4,4,3,3.6666666666666665,3
Below 18,Female ,Less than 1 hour ,Sometimes ,Slightly ,Sometimes,Sometimes ,Slightly,Slightly ,Sometimes ,Sometimes ,Sometimes ,Sometimes,Rarely ,Rarely ,Slightly ,instagram,Sometimes ,Slightly ,4,4,3,3.6666666666666665,2
18–24,Female ,1–3 hours ,Always ,Significantly ,Always,Always ,Significantly,Significantly ,Always ,Always ,Always ,Always,Often ,Often ,Significantly ,youtube,Always ,Significantly ,8,8,7,7.666666666666667,4
18–24,Male ,More than 3 hours ,Sometimes ,Significantly ,Sometimes,Often ,Moderately,Moderately ,Often ,Often ,Sometimes ,Often,Often ,Often ,Significantly ,facebook,Sometimes ,Significantly ,4,6,5,5.0,4
18–24,Male ,1–3 hours ,Sometimes ,Slightly ,Rarely,Rarely ,Slightly,Slightly ,Rarely ,Rarely ,Sometimes ,Sometimes,Rarely ,Sometimes ,Slightly ,facebook,Rarely ,Slightly ,2,4,3,3.0,2
18–24,Male ,More than 3 hours ,Often ,Significantly ,Often,Always ,Moderately,Significantly ,Often ,Often ,Always ,Always,Always ,Often ,Significantly ,linkedin,Always ,Moderately ,6,8,5,6.333333333333333,3
25–34,Female ,1–3 hours ,Often ,Moderately ,Often,Sometimes ,Slightly,Moderately ,Sometimes ,Often ,Sometimes ,Sometimes,Often ,Often ,Slightly ,youtube,Often ,Slightly ,6,4,3,4.333333333333333,2
18–24,Male ,More than 3 hours ,Rarely ,Slightly ,Rarely,Rarely ,Slightly,Moderately ,Sometimes ,Rarely ,Rarely ,Rarely,Always ,Often ,Significantly ,facebook,Always ,Significantly ,2,2,3,2.3333333333333335,4
18–24,Male ,1–3 hours ,Often ,Significantly ,Often,Sometimes ,Moderately,Significantly ,Often ,Always ,Always ,Always,Always ,Always ,Moderately ,youtube,Often ,Moderately ,6,8,5,6.333333333333333,3
18–24,Male ,Less than 1 hour ,Often ,Not at all ,Rarely,Rarely ,Slightly,Slightly ,Always ,Sometimes ,Sometimes ,Rarely,Sometimes ,Sometimes ,Slightly ,youtube,Sometimes ,Moderately ,2,2,3,2.3333333333333335,3
Below 18,Male ,Less than 1 hour ,Rarely ,Not at all ,Rarely,Rarely ,Not at all,Not at all ,Rarely ,Rarely ,Rarely ,Rarely,Rarely ,Rarely ,Not at all ,twitter,Rarely ,Not at all ,2,2,1,1.6666666666666667,1
18–24,Female ,Less than 1 hour ,Rarely ,Not at all ,Rarely,Sometimes ,Slightly,Not at all ,Sometimes ,Sometimes ,Sometimes ,Sometimes,Sometimes ,Sometimes ,Slightly ,instagram,Sometimes ,Slightly ,2,4,3,3.0,2
18–24,Male ,1–3 hours ,Sometimes ,Slightly ,Rarely,Sometimes ,Slightly,Significantly ,Rarely ,Rarely ,Rarely ,Rarely,Rarely ,Rarely ,Not at all ,facebook,Rarely ,Not at all ,2,2,3,2.3333333333333335,1
18–24,Male ,More than 3 hours ,Sometimes ,Significantly ,Often,Often ,Significantly,Significantly ,Always ,Always ,Always ,Always,Always ,Always ,Significantly ,facebook,Sometimes ,Significantly ,6,8,7,7.0,4
18–24,Female ,1–3 hours ,Sometimes ,Moderately ,Sometimes,Sometimes ,Slightly,Not at all ,Sometimes ,Sometimes ,Sometimes ,Sometimes,Often ,Sometimes ,Significantly ,facebook,Often ,Moderately ,4,4,3,3.6666666666666665,3
25–34,Male ,Less than 1 hour ,Rarely ,Significantly ,Often,Often ,Significantly,Significantly ,Often ,Often ,Often ,Often,Often ,Often ,Significantly ,youtube,Often ,Significantly ,6,6,7,6.333333333333333,4
25–34,Female ,Less than 1 hour ,Rarely ,Not at all ,Sometimes,Rarely ,Slightly,Moderately ,Often ,Often ,Often ,Sometimes,Sometimes ,Sometimes ,Significantly ,facebook,Sometimes ,Slightly ,4,4,3,3.6666666666666665,2
18–24,Male ,Less than 1 hour ,Sometimes ,Slightly ,Sometimes,Sometimes ,Slightly,Slightly ,Rarely ,Sometimes ,Sometimes ,Sometimes,Often ,Sometimes ,Moderately ,youtube,Sometimes ,Slightly ,4,4,3,3.6666666666666665,2
18–24,Male ,More than 3 hours ,Sometimes ,Significantly ,Often,Sometimes ,Moderately,Slightly ,Often ,Often ,Always ,Always,Always ,Often ,Significantly ,twitter,Often ,Slightly ,6,8,5,6.333333333333333,2
18–24,Female ,1–3 hours ,Sometimes ,Slightly ,Sometimes,Sometimes ,Moderately,Moderately ,Sometimes ,Sometimes ,Sometimes ,Sometimes,Often ,Sometimes ,Slightly ,snapchat,Sometimes ,Slightly ,4,4,5,4.333333333333333,2
25–34,Male ,More than 3 hours ,Sometimes ,Significantly ,Often,Often ,Significantly,Moderately ,Often ,Often ,Often ,Often,Sometimes ,Sometimes ,Slightly ,facebook,Sometimes ,Slightly ,6,6,7,6.333333333333333,2
18–24,Male ,More than 3 hours ,Often ,Significantly ,Often,Often ,Significantly,Significantly ,Always ,Often ,Often ,Always,Rarely ,Always ,Significantly ,facebook,Often ,Significantly ,6,8,7,7.0,4
18–24,Male ,Less than 1 hour ,Sometimes ,Slightly ,Sometimes,Often ,Moderately,Slightly ,Rarely ,Sometimes ,Rarely ,Sometimes,Sometimes ,Sometimes ,Slightly ,tiktok,Sometimes ,Slightly ,4,4,5,4.333333333333333,2
18–24,Male ,1–3 hours ,Often ,Moderately ,Always,Always ,Moderately,Significantly ,Often ,Always ,Always ,Always,Often ,Often ,Significantly ,linkedin,Often ,Moderately ,8,8,5,7.0,3
25–34,Male ,More than 3 hours ,Sometimes ,Moderately ,Always,Sometimes ,Significantly,Significantly ,Often ,Sometimes ,Often ,Always,Always ,Often ,Significantly ,facebook,Often ,Slightly ,8,8,7,7.666666666666667,2
18–24,Female ,1–3 hours ,Always ,Significantly ,Always,Always ,Significantly,Moderately ,Often ,Often ,Often ,Always,Always ,Always ,Significantly ,youtube,Always ,Significantly ,8,8,7,7.666666666666667,4
Below 18,Male ,More than 3 hours ,Always ,Moderately ,Always,Always ,Moderately,Significantly ,Sometimes ,Sometimes ,Always ,Always,Sometimes ,Often ,Moderately ,instagram,Always ,Slightly ,8,8,5,7.0,2
25–34,Male ,More than 3 hours ,Always ,Moderately ,Always,Often ,Moderately,Significantly ,Always ,Often ,Always ,Always,Always ,Often ,Moderately ,youtube,Always ,Significantly ,8,8,5,7.0,4
18–24,Other ,More than 3 hours ,Sometimes ,Moderately ,Rarely,Rarely ,Not at all,Slightly ,Often ,Rarely ,Rarely ,Sometimes,Always ,Often ,Significantly ,instagram,Often ,Significantly ,2,4,1,2.3333333333333335,4
18–24,Male ,1–3 hours ,Sometimes ,Slightly ,Sometimes,Sometimes ,Slightly,Slightly ,Sometimes ,Sometimes ,Sometimes ,Sometimes,Rarely ,Rarely ,Slightly ,youtube,Sometimes ,Slightly ,4,4,3,3.6666666666666665,2
Below 18,Female ,Less than 1 hour ,Rarely ,Not at all ,Rarely,Rarely ,Not at all,Not at all ,Rarely ,Rarely ,Rarely ,Rarely,Rarely ,Rarely ,Not at all ,facebook,Rarely ,Not at all ,2,2,1,1.6666666666666667,1
18–24,Male ,More than 3 hours ,Often ,Significantly ,Always,Always ,Significantly,Significantly ,Often ,Often ,Often ,Always,Often ,Always ,Significantly ,instagram,Always ,Significantly ,8,8,7,7.666666666666667,4
18–24,Female ,1–3 hours ,Often ,Moderately ,Always,Often ,Moderately,Moderately ,Often ,Often ,Often ,Often,Sometimes ,Sometimes ,Significantly ,facebook,Always ,Moderately ,8,6,5,6.333333333333333,3
18–24,Female ,More than 3 hours ,Often ,Moderately ,Often,Often ,Significantly,Moderately ,Sometimes ,Often ,Often ,Always,Often ,Often ,Significantly ,youtube,Sometimes ,Moderately ,6,8,7,7.0,3
Below 18,Male ,More than 3 hours ,Often ,Moderately ,Always,Always ,Moderately,Moderately ,Often ,Always ,Often ,Sometimes,Sometimes ,Often ,Moderately ,instagram,Often ,Not at all ,8,4,5,5.666666666666667,1
18–24,Male ,More than 3 hours ,Always ,Significantly ,Always,Always ,Significantly,Significantly ,Always ,Always ,Always ,Always,Always ,Always ,Significantly ,facebook,Always ,Significantly ,8,8,7,7.666666666666667,4
18–24,Male ,Less than 1 hour ,Rarely ,Not at all ,Rarely,Rarely ,Not at all,Not at all ,Rarely ,Rarely ,Rarely ,Rarely,Rarely ,Rarely ,Not at all ,youtube,Rarely ,Not at all ,2,2,1,1.6666666666666667,1
18–24,Male ,More than 3 hours ,Often ,Significantly ,Often,Sometimes ,Moderately,Slightly ,Rarely ,Rarely ,Sometimes ,Sometimes,Sometimes ,Often ,Significantly ,facebook,Sometimes ,Significantly ,6,4,5,5.0,4
18–24,Male ,More than 3 hours ,Sometimes ,Moderately ,Sometimes,Sometimes ,Moderately,Moderately ,Sometimes ,Sometimes ,Rarely ,Sometimes,Sometimes ,Sometimes ,Significantly ,facebook,Sometimes ,Moderately ,4,4,5,4.333333333333333,3
18–24,Female ,1–3 hours ,Often ,Significantly ,Always,Always ,Moderately,Significantly ,Always ,Often ,Often ,Often,Always ,Often ,Significantly ,instagram,Always ,Moderately ,8,6,5,6.333333333333333,3
18–24,Female ,More than 3 hours ,Always ,Significantly ,Often,Always ,Moderately,Moderately ,Often ,Often ,Often ,Often,Sometimes ,Often ,Moderately ,facebook,Sometimes ,Moderately ,6,6,5,5.666666666666667,3
18–24,Male ,More than 3 hours ,Sometimes ,Significantly ,Sometimes,Often ,Moderately,Moderately ,Often ,Often ,Sometimes ,Often,Often ,Often ,Significantly ,facebook,Sometimes ,Significantly ,4,6,5,5.0,4
18–24,Male ,Less than 1 hour ,Often ,Not at all ,Rarely,Rarely ,Slightly,Slightly ,Always ,Sometimes ,Sometimes ,Rarely,Sometimes ,Sometimes ,Slightly ,youtube,Sometimes ,Moderately ,2,2,3,2.3333333333333335,3
18–24,Female ,Less than 1 hour ,Rarely ,Slightly ,Rarely,Sometimes ,Slightly,Slightly ,Sometimes ,Sometimes ,Sometimes ,Sometimes,Rarely ,Rarely ,Slightly ,instagram,Sometimes ,Slightly ,2,4,3,3.0,2
18–24,Male ,More than 3 hours ,Often ,Moderately ,Often,Often ,Moderately,Moderately ,Often ,Sometimes ,Often ,Sometimes,Often ,Often ,Slightly ,facebook,Sometimes ,Slightly ,6,4,5,5.0,2
18–24,Female ,1–3 hours ,Always ,Moderately ,Often,Often ,Significantly,Moderately ,Often ,Often ,Often ,Often,Often ,Often ,Moderately ,instagram,Often ,Moderately ,6,6,7,6.333333333333333,3
18–24,Male ,Less than 1 hour ,Sometimes ,Slightly ,Sometimes,Often ,Moderately,Slightly ,Rarely ,Sometimes ,Rarely ,Sometimes,Sometimes ,Sometimes ,Slightly ,tiktok,Sometimes ,Slightly ,4,4,5,4.333333333333333,2
25–34,Male ,Less than 1 hour ,Sometimes ,Slightly ,Sometimes,Sometimes ,Slightly,Slightly ,Sometimes ,Sometimes ,Sometimes ,Sometimes,Sometimes ,Sometimes ,Slightly ,instagram,Sometimes ,Slightly ,4,4,3,3.6666666666666665,2
18–24,Female ,More than 3 hours ,Often ,Significantly ,Often,Often ,Significantly,Significantly ,Always ,Often ,Often ,Always,Often ,Always ,Significantly ,tiktok,Often ,Moderately ,6,8,7,7.0,3
18–24,Female ,1–3 hours ,Rarely ,Moderately ,Sometimes,Sometimes ,Slightly,Significantly ,Often ,Sometimes ,Sometimes ,Sometimes,Often ,Sometimes ,Significantly ,facebook,Sometimes ,Significantly ,4,4,3,3.6666666666666665,4
18–24,Male ,1–3 hours ,Always ,Moderately ,Often,Often ,Moderately,Moderately ,Often ,Often ,Always ,Always,Always ,Always ,Significantly ,instagram,Always ,Significantly ,6,8,5,6.333333333333333,4
